"TOA5","CR3000","CR3000","5938","CR3000.Std.21","CPU:ARAPIRACA-ufal24032012.CR3","35936","Table1"
"TIMESTAMP","RECORD","BattV_Avg","BP_kPa_Avg","VV_10m_Avg","Dv_10m","VV_2m_Avg","Ts_5cm_Avg","Ts_10cm_Avg","Ts_20cm_Avg","Ts_30cm_Avg","Ts_60cm_Avg","VW_30cm_Avg","PA_uS_Avg","VW_60cm_Avg","PA_uS_2_Avg","Tar_2m_Avg","AirTC_Avg","RH","VV_50cm_Avg","Rain_mm_Tot"
"2017-10-05 19:40:00",132683,12.59,101.6,4.363,96.1,0,28.77,30.31,30.7,29.96,-187.1,0.097,20.43,0.127,21.72,22.85,22.69,74.5,2.099,0
"2017-10-05 19:50:00",132684,12.59,101.7,4.105,108.4,0,28.65,30.21,30.66,29.97,-237.4,0.097,20.43,0.127,21.72,22.68,22.52,75.21,1.865,0
"2017-10-05 20:00:00",132685,12.58,101.7,3.761,77.24,0,28.54,30.12,30.61,29.97,-105.9,0.097,20.43,0.127,21.72,22.56,22.39,75.8,1.802,0
"2017-10-05 20:10:00",132686,12.58,101.7,3.607,76.77,0,28.43,30.03,30.56,29.97,6.708,0.097,20.42,0.127,21.72,22.43,22.27,76.62,1.584,0
"2017-10-05 20:20:00",132687,12.58,101.7,4.003,84.6,0,28.33,29.94,30.51,29.96,13.14,0.097,20.42,0.127,21.72,22.29,22.13,77.32,1.823,0
"2017-10-05 20:30:00",132688,12.57,101.7,3.873,98.8,0,28.23,29.85,30.46,29.96,-40.26,0.097,20.42,0.127,21.72,22.15,22,78.35,1.762,0
"2017-10-05 20:40:00",132689,12.57,101.7,3.836,63.6,0,28.12,29.76,30.41,29.95,-155.1,0.097,20.42,0.127,21.72,22.04,21.88,79,1.839,0
"2017-10-05 20:50:00",132690,12.57,101.7,3.839,84.9,0,28.03,29.68,30.36,29.94,-181.9,0.097,20.42,0.127,21.72,21.83,21.71,80.3,1.667,0
"2017-10-05 21:00:00",132691,12.56,101.7,3.821,83.7,0,27.93,29.6,30.31,29.94,-249.2,0.097,20.42,0.127,21.72,21.62,21.51,81.6,1.676,0
"2017-10-05 21:10:00",132692,12.56,101.7,3.169,96.6,0,27.84,29.52,30.26,29.92,-219.6,0.097,20.42,0.127,21.72,21.39,21.28,82.7,1.268,0
"2017-10-05 21:20:00",132693,12.56,101.7,2.818,100.4,0,27.75,29.44,30.21,29.91,-253,0.097,20.42,0.127,21.72,21.3,21.18,83.4,1.025,0
"2017-10-05 21:30:00",132694,12.56,101.8,2.825,104.3,0,27.68,29.36,30.16,29.9,-265.5,0.097,20.41,0.127,21.72,21.28,21.15,83.8,1.071,0
"2017-10-05 21:40:00",132695,12.55,101.8,2.463,104.6,0,27.61,29.29,30.11,29.89,-203,0.097,20.41,0.127,21.72,21.15,21.05,84.6,0.688,0
"2017-10-05 21:50:00",132696,12.55,101.8,2.404,113.7,0,27.53,29.22,30.06,29.87,-17.26,0.097,20.41,0.127,21.72,21.02,20.93,85.4,0.73,0
"2017-10-05 22:00:00",132697,12.55,101.8,2.889,61.1,0,27.46,29.15,30.01,29.86,2.232,0.097,20.41,0.127,21.72,20.98,20.86,86,1.001,0
"2017-10-05 22:10:00",132698,12.54,101.8,2.838,84.7,0,27.39,29.08,29.97,29.84,23,0.097,20.41,0.127,21.72,20.95,20.82,86.3,0.95,0
"2017-10-05 22:20:00",132699,12.54,101.8,3.072,75.99,0,27.32,29.01,29.92,29.83,27.17,0.097,20.41,0.127,21.72,20.91,20.79,86.8,1.107,0
"2017-10-05 22:30:00",132700,12.54,101.8,3.157,100.6,0,27.28,28.94,29.87,29.81,28.33,0.097,20.41,0.127,21.72,20.99,20.83,86.8,1.11,0
"2017-10-05 22:40:00",132701,12.53,101.7,3.403,90.5,0,27.27,28.88,29.82,29.79,28.55,0.097,20.41,0.127,21.72,21.05,20.91,86.9,1.06,0
"2017-10-05 22:50:00",132702,12.53,101.7,2.967,82.3,0,27.2,28.82,29.77,29.77,28.62,0.097,20.41,0.127,21.72,20.86,20.76,87.3,0.758,0
"2017-10-05 23:00:00",132703,12.53,101.7,2.601,98.4,0,27.12,28.77,29.73,29.76,28.66,0.097,20.4,0.127,21.72,20.76,20.66,87.8,0.61,0
"2017-10-05 23:10:00",132704,12.53,101.7,2.499,64.65,0,27.06,28.71,29.68,29.74,28.66,0.097,20.4,0.127,21.72,20.65,20.56,88.1,0.481,0
"2017-10-05 23:20:00",132705,12.52,101.7,2.827,74.28,0,26.99,28.65,29.64,29.72,28.58,0.097,20.4,0.127,21.72,20.58,20.49,88.5,0.697,0
"2017-10-05 23:30:00",132706,12.52,101.7,2.373,97.3,0,26.92,28.59,29.59,29.7,28.51,0.097,20.4,0.127,21.72,20.49,20.41,88.8,0.49,0
"2017-10-05 23:40:00",132707,12.52,101.7,1.843,77.78,0,26.87,28.54,29.55,29.68,28.63,0.097,20.4,0.127,21.72,20.43,20.35,89.2,0.263,0
"2017-10-05 23:50:00",132708,12.52,101.7,2.207,78.76,0,26.85,28.48,29.5,29.66,28.67,0.097,20.4,0.127,21.72,20.47,20.38,89.3,0.118,0
"2017-10-06 00:00:00",132709,12.51,101.7,2.452,89.5,0,26.85,28.43,29.46,29.63,28.69,0.096,20.4,0.127,21.72,20.41,20.34,89.5,0.213,0
"2017-10-06 00:10:00",132710,12.51,101.7,2.946,76.49,0,26.79,28.38,29.42,29.61,28.71,0.096,20.4,0.127,21.72,20.49,20.37,89.5,0.561,0
"2017-10-06 00:20:00",132711,12.51,101.7,3.322,94.4,0,26.72,28.33,29.37,29.59,28.75,0.096,20.4,0.127,21.72,20.63,20.47,89.6,0.497,0
"2017-10-06 00:30:00",132712,12.51,101.7,3.414,83,0,26.7,28.28,29.33,29.57,28.76,0.096,20.4,0.127,21.72,20.92,20.71,89,0.759,0
"2017-10-06 00:40:00",132713,12.5,101.7,3.142,68.85,0,26.69,28.24,29.29,29.55,28.77,0.096,20.4,0.127,21.72,21.08,20.84,88.5,0.721,0
"2017-10-06 00:50:00",132714,12.5,101.7,3.126,74.09,0,26.66,28.19,29.25,29.53,28.77,0.096,20.4,0.127,21.72,21.02,20.83,88.4,0.73,0
"2017-10-06 01:00:00",132715,12.5,101.6,2.928,65.53,0,26.61,28.15,29.21,29.5,28.76,0.096,20.39,0.127,21.72,21,20.82,88.2,0.451,0
"2017-10-06 01:10:00",132716,12.5,101.6,2.426,70.18,0,26.58,28.11,29.17,29.48,28.76,0.096,20.39,0.127,21.72,20.86,20.72,88.4,0.603,0
"2017-10-06 01:20:00",132717,12.5,101.6,1.932,71.47,0,26.54,28.07,29.13,29.46,28.76,0.096,20.39,0.127,21.72,20.56,20.47,89.2,0.215,0
"2017-10-06 01:30:00",132718,12.49,101.6,2.326,73.16,0,26.49,28.03,29.09,29.43,28.78,0.096,20.39,0.127,21.72,20.55,20.45,89.4,0.415,0
"2017-10-06 01:40:00",132719,12.49,101.6,1.896,96.6,0,26.44,27.98,29.05,29.41,28.79,0.096,20.39,0.127,21.72,20.5,20.39,89.7,0.09,0
"2017-10-06 01:50:00",132720,12.49,101.6,2.741,60.58,0,26.37,27.94,29.01,29.39,28.79,0.096,20.39,0.127,21.72,20.48,20.36,89.7,0.136,0
"2017-10-06 02:00:00",132721,12.49,101.6,2.954,61.32,0,26.31,27.9,28.97,29.37,28.79,0.096,20.39,0.127,21.72,20.52,20.38,89.7,0.205,0
"2017-10-06 02:10:00",132722,12.48,101.6,3.031,49.09,0,26.24,27.85,28.94,29.34,28.8,0.096,20.39,0.127,21.72,20.53,20.39,89.6,0.367,0
"2017-10-06 02:20:00",132723,12.48,101.6,3.039,71.97,0,26.19,27.81,28.9,29.32,28.8,0.096,20.39,0.127,21.72,20.58,20.41,89.6,0.105,0
"2017-10-06 02:30:00",132724,12.48,101.6,2.732,38.89,0,26.15,27.76,28.86,29.3,28.8,0.096,20.39,0.127,21.72,20.61,20.45,89.4,0.056,0
"2017-10-06 02:40:00",132725,12.47,101.6,2.501,61.18,0,26.1,27.72,28.83,29.27,28.8,0.096,20.39,0.127,21.72,20.6,20.43,89.3,0.036,0
"2017-10-06 02:50:00",132726,12.47,101.6,2.312,43.49,0,26.05,27.68,28.79,29.25,28.81,0.096,20.39,0.127,21.72,20.58,20.4,89.2,0.019,0
"2017-10-06 03:00:00",132727,12.47,101.6,2.636,63.86,0,26,27.63,28.76,29.23,28.81,0.096,20.39,0.127,21.72,20.68,20.47,88.9,0.141,0
"2017-10-06 03:10:00",132728,12.47,101.6,2.771,73.19,0,25.97,27.59,28.72,29.2,28.81,0.096,20.39,0.127,21.72,20.82,20.58,88.5,0.12,0
"2017-10-06 03:20:00",132729,12.46,101.6,2.98,70.43,0,25.94,27.55,28.68,29.18,28.81,0.096,20.39,0.127,21.72,20.87,20.64,88.4,0.219,0
"2017-10-06 03:30:00",132730,12.46,101.6,2.915,79.21,0,25.91,27.51,28.65,29.16,28.81,0.096,20.38,0.127,21.72,20.82,20.62,88.5,0.176,0
"2017-10-06 03:40:00",132731,12.46,101.6,2.725,81.7,0,25.87,27.47,28.61,29.14,28.81,0.096,20.38,0.127,21.72,20.88,20.67,88.3,0.197,0
"2017-10-06 03:50:00",132732,12.45,101.6,2.51,51.39,0,25.85,27.43,28.58,29.11,28.81,0.096,20.38,0.127,21.72,20.89,20.7,88.1,0.237,0
"2017-10-06 04:00:00",132733,12.45,101.6,2.369,65.65,0,25.82,27.4,28.54,29.09,28.81,0.096,20.38,0.127,21.72,20.81,20.65,88.3,0.483,0
"2017-10-06 04:10:00",132734,12.45,101.6,2.737,67.13,0,25.78,27.36,28.51,29.07,28.81,0.096,20.38,0.127,21.72,20.72,20.57,88.6,0.468,0
"2017-10-06 04:20:00",132735,12.45,101.6,3.156,64.06,0,25.77,27.32,28.47,29.04,28.81,0.096,20.38,0.127,21.72,20.7,20.57,88.8,0.392,0
"2017-10-06 04:30:00",132736,12.44,101.6,2.985,70.75,0,25.74,27.29,28.44,29.02,28.81,0.096,20.38,0.127,21.72,20.66,20.51,88.8,0.281,0
"2017-10-06 04:40:00",132737,12.44,101.6,2.949,65.43,0,25.71,27.25,28.41,29,28.81,0.096,20.38,0.127,21.72,20.7,20.54,88.8,0.225,0
"2017-10-06 04:50:00",132738,12.44,101.6,3.131,57.94,0,25.67,27.22,28.37,28.97,28.81,0.096,20.38,0.127,21.72,20.78,20.6,88.7,0.235,0
"2017-10-06 05:00:00",132739,12.44,101.6,3.082,63.38,0,25.63,27.19,28.34,28.95,28.81,0.096,20.38,0.127,21.72,20.86,20.65,88.4,0.181,0
"2017-10-06 05:10:00",132740,12.49,101.6,3.134,67.78,0,25.6,27.15,28.31,28.93,28.81,0.096,20.38,0.127,21.72,20.93,20.72,88.2,0.28,0
"2017-10-06 05:20:00",132741,12.8,101.6,2.87,65.01,0,25.59,27.12,28.28,28.91,28.8,0.096,20.38,0.127,21.72,21,20.81,88.2,0.315,0
"2017-10-06 05:30:00",132742,13.18,101.6,3.134,67.24,0,25.6,27.09,28.24,28.88,28.8,0.096,20.38,0.127,21.72,21.25,21.02,87.6,0.35,0
"2017-10-06 05:40:00",132743,13.18,101.6,2.895,55.95,0,25.62,27.06,28.21,28.86,28.8,0.096,20.38,0.127,21.72,21.55,21.3,86.8,0.174,0
"2017-10-06 05:50:00",132744,13.17,101.6,3.268,69.26,0,25.66,27.04,28.18,28.84,28.8,0.096,20.38,0.127,21.72,21.9,21.61,85.4,0.455,0
"2017-10-06 06:00:00",132745,13.17,101.6,3.899,49.83,0,25.72,27.01,28.15,28.81,28.8,0.096,20.38,0.127,21.72,22.18,21.88,84.4,0.671,0
"2017-10-06 06:10:00",132746,13.16,101.7,3.791,73.27,0,25.79,27,28.12,28.79,28.79,0.096,20.37,0.127,21.72,22.49,22.22,83.5,0.624,0
"2017-10-06 06:20:00",132747,13.15,101.7,3.74,53.02,0,25.88,26.99,28.09,28.77,28.79,0.096,20.37,0.127,21.72,22.39,22.21,84.4,0.796,0
"2017-10-06 06:30:00",132748,13.14,101.7,4.215,47.51,0,26.02,26.99,28.06,28.74,28.79,0.096,20.37,0.127,21.72,22.9,22.58,80.9,0.879,0
"2017-10-06 06:40:00",132749,13.13,101.7,4.057,55.36,0,26.16,26.99,28.04,28.72,28.79,0.096,20.37,0.127,21.72,23.29,23,79.44,0.963,0
"2017-10-06 06:50:00",132750,13.12,101.7,3.936,44.17,0,26.33,27,28.02,28.7,28.78,0.096,20.37,0.127,21.71,23.59,23.36,78.45,0.894,0
"2017-10-06 07:00:00",132751,13.11,101.7,4.728,72.19,0,26.48,27.03,27.99,28.68,28.78,0.096,20.37,0.127,21.71,23.36,23.22,79.42,0.979,0
"2017-10-06 07:10:00",132752,13.11,101.7,4.104,53.53,0,26.58,27.05,27.97,28.66,28.78,0.096,20.37,0.127,21.71,23.74,23.4,77.21,0.902,0
"2017-10-06 07:20:00",132753,13.1,101.7,4.662,57.06,0,26.77,27.09,27.96,28.64,28.77,0.096,20.37,0.127,21.71,24.36,24.09,73.3,1.156,0
"2017-10-06 07:30:00",132754,13.09,101.7,5.767,60.71,0,26.97,27.13,27.94,28.62,28.77,0.096,20.37,0.127,21.71,24.66,24.42,71.1,1.604,0
"2017-10-06 07:40:00",132755,13.08,101.7,5.083,51.76,0,27.29,27.18,27.93,28.6,28.77,0.096,20.37,0.127,21.71,25.2,24.93,69.78,1.322,0
"2017-10-06 07:50:00",132756,13.07,101.7,5.265,91.3,0,27.82,27.24,27.92,28.58,28.76,0.096,20.37,0.127,21.71,26.35,26.03,63.66,1.508,0
"2017-10-06 08:00:00",132757,13.05,101.7,6.318,62.18,0,28.39,27.33,27.92,28.56,28.76,0.096,20.38,0.127,21.71,26.42,26.14,59.83,2.376,0
"2017-10-06 08:10:00",132758,13.04,101.7,6.418,68.44,0,28.83,27.45,27.92,28.54,28.76,0.096,20.38,0.127,21.71,26.64,26.35,60.26,1.944,0
"2017-10-06 08:20:00",132759,13.03,101.7,5.896,59.15,0,29.21,27.59,27.92,28.52,28.75,0.096,20.38,0.127,21.7,27.03,26.78,55.85,1.653,0
"2017-10-06 08:30:00",132760,13.02,101.7,5.715,95,0,29.57,27.74,27.93,28.51,28.75,0.096,20.38,0.127,21.7,27.39,27.12,54.86,1.989,0
"2017-10-06 08:40:00",132761,13.01,101.7,5.347,69.41,0,29.98,27.91,27.95,28.49,28.74,0.096,20.39,0.127,21.7,27.76,27.54,52.74,1.882,0
"2017-10-06 08:50:00",132762,13,101.7,5.094,70.85,0,30.24,28.08,27.97,28.47,28.74,0.096,20.39,0.127,21.7,27.38,27.2,55.81,1.977,0
"2017-10-06 09:00:00",132763,12.99,101.7,4.85,110.6,0,30.45,28.25,28.01,28.46,28.73,0.096,20.39,0.127,21.7,27.42,27.18,52.66,2.295,0
"2017-10-06 09:10:00",132764,12.99,101.7,5.081,78.23,0,30.85,28.42,28.05,28.45,28.73,0.096,20.39,0.126,21.69,27.96,27.74,51.34,2.178,0
"2017-10-06 09:20:00",132765,12.98,101.7,5.346,81.6,0,31.28,28.6,28.09,28.44,28.73,0.096,20.39,0.126,21.69,28.24,28.06,51.65,1.725,0
"2017-10-06 09:30:00",132766,12.97,101.7,5.444,51.91,0,31.63,28.81,28.14,28.44,28.72,0.096,20.39,0.126,21.69,28.16,28.02,50.19,1.884,0
"2017-10-06 09:40:00",132767,12.97,101.7,5.088,53.86,0,31.92,29.02,28.2,28.43,28.72,0.096,20.4,0.126,21.69,28.61,28.41,50.76,1.834,0
"2017-10-06 09:50:00",132768,12.97,101.7,5.42,77.06,0,32.29,29.23,28.26,28.43,28.71,0.096,20.4,0.126,21.69,28.55,28.48,50.92,1.821,0
"2017-10-06 10:00:00",132769,12.96,101.7,5.593,61.69,0,32.61,29.45,28.33,28.43,28.71,0.096,20.4,0.126,21.68,28.7,28.52,46.91,1.747,0
"2017-10-06 10:10:00",132770,12.96,101.7,5.152,111,0,32.95,29.67,28.41,28.43,28.7,0.097,20.4,0.126,21.68,28.6,28.47,48.26,2.005,0
"2017-10-06 10:20:00",132771,12.96,101.7,5.226,38.35,0,33.35,29.89,28.49,28.43,28.69,0.097,20.4,0.126,21.68,28.79,28.57,47.95,1.886,0
"2017-10-06 10:30:00",132772,12.95,101.7,5.216,91.9,0,33.79,30.12,28.58,28.44,28.69,0.097,20.41,0.126,21.68,29.16,28.99,47.04,1.961,0
"2017-10-06 10:40:00",132773,12.95,101.6,4.626,52.39,0,34.41,30.35,28.67,28.45,28.68,0.097,20.41,0.126,21.68,29.41,29.21,46.59,1.75,0
"2017-10-06 10:50:00",132774,12.95,101.6,5.449,91.3,0,35.06,30.59,28.76,28.47,28.68,0.097,20.41,0.126,21.67,29.43,29.22,46.49,1.772,0
"2017-10-06 11:00:00",132775,12.95,101.6,5.092,65.99,0,35.67,30.83,28.87,28.48,28.67,0.097,20.41,0.126,21.67,29.48,29.27,44.49,2.081,0
"2017-10-06 11:10:00",132776,12.95,101.6,4.611,38.58,0,36.23,31.09,28.97,28.5,28.67,0.097,20.42,0.126,21.67,30.01,29.75,42.61,1.483,0
"2017-10-06 11:20:00",132777,12.95,101.6,5.194,45.85,0,36.7,31.34,29.08,28.52,28.66,0.097,20.42,0.126,21.67,29.98,29.83,43.6,1.572,0
"2017-10-06 11:30:00",132778,12.94,101.6,4.948,39.51,0,37.02,31.6,29.19,28.55,28.66,0.097,20.42,0.126,21.67,30.24,30.01,42.24,1.428,0
"2017-10-06 11:40:00",132779,12.94,101.6,4.273,68.34,0,37.31,31.84,29.31,28.57,28.65,0.097,20.42,0.126,21.67,30.6,30.37,41.74,1.709,0
"2017-10-06 11:50:00",132780,12.94,101.5,3.262,55.29,0,37.7,32.08,29.43,28.6,28.65,0.097,20.43,0.126,21.66,30.29,30.13,44.77,1.523,0
"2017-10-06 12:00:00",132781,12.94,101.5,4.212,103,0,37.97,32.31,29.55,28.63,28.64,0.097,20.43,0.126,21.66,31.14,30.86,41.07,1.461,0
"2017-10-06 12:10:00",132782,12.93,101.5,5.086,68.66,0,38.09,32.54,29.67,28.66,28.64,0.097,20.43,0.126,21.66,30.35,30.21,41.47,1.996,0
"2017-10-06 12:20:00",132783,12.93,101.5,4.283,85.3,0,38.18,32.75,29.8,28.7,28.64,0.097,20.43,0.126,21.66,30.66,30.45,42.93,1.8,0
"2017-10-06 12:30:00",132784,12.93,101.4,4.264,82.6,0,38.32,32.94,29.92,28.74,28.63,0.097,20.43,0.126,21.66,30.75,30.47,40.43,1.885,0
"2017-10-06 12:40:00",132785,12.93,101.4,3.924,70.55,0,38.4,33.12,30.05,28.78,28.63,0.097,20.43,0.126,21.66,31.05,30.81,40.04,1.737,0
"2017-10-06 12:50:00",132786,12.93,101.4,4.69,43.08,0,38.42,33.29,30.17,28.83,28.62,0.097,20.44,0.126,21.66,31.34,31.11,38.38,1.716,0
"2017-10-06 13:00:00",132787,12.93,101.4,4.362,51.32,0,38.36,33.44,30.3,28.87,28.62,0.097,20.44,0.126,21.65,31.5,31.3,39.58,1.382,0
"2017-10-06 13:10:00",132788,12.93,101.4,4.944,77.97,0,38.3,33.58,30.42,28.92,28.62,0.097,20.44,0.125,21.65,31.47,31.27,37.91,1.507,0
"2017-10-06 13:20:00",132789,12.92,101.4,3.996,18.46,0,38.21,33.7,30.54,28.97,28.61,0.097,20.44,0.125,21.65,31.54,31.34,37.86,1.435,0
"2017-10-06 13:30:00",132790,12.92,101.4,3.957,25.48,0,38.16,33.8,30.66,29.02,28.61,0.097,20.44,0.125,21.65,31.35,31.14,39.82,1.733,0
"2017-10-06 13:40:00",132791,12.92,101.4,4.369,58.4,0,38.05,33.9,30.77,29.07,28.61,0.097,20.44,0.125,21.65,31.36,31.14,39.89,1.782,0
"2017-10-06 13:50:00",132792,12.92,101.3,4.576,39.69,0,37.91,33.97,30.88,29.13,28.6,0.097,20.44,0.125,21.65,31.56,31.33,39.03,1.597,0
"2017-10-06 14:00:00",132793,12.92,101.3,4.305,81.9,0,37.75,34.03,30.99,29.19,28.6,0.097,20.44,0.125,21.65,31.42,31.21,41.35,1.796,0
"2017-10-06 14:10:00",132794,12.92,101.3,4.389,94.4,0,37.61,34.08,31.09,29.24,28.6,0.097,20.44,0.125,21.65,31.32,31.1,42.13,1.9,0
"2017-10-06 14:20:00",132795,12.92,101.3,4.476,67.96,0,37.49,34.11,31.19,29.3,28.6,0.097,20.44,0.125,21.65,31.28,31.06,39.46,1.624,0
"2017-10-06 14:30:00",132796,12.92,101.3,4.912,55.83,0,37.3,34.14,31.28,29.36,28.6,0.097,20.45,0.125,21.65,31.31,31.15,42.97,1.647,0
"2017-10-06 14:40:00",132797,12.92,101.3,4.622,109.3,0,37.09,34.15,31.37,29.42,28.6,0.097,20.45,0.125,21.64,31.16,30.96,41.51,1.675,0
"2017-10-06 14:50:00",132798,12.92,101.3,3.915,61.45,0,36.84,34.14,31.45,29.47,28.6,0.097,20.44,0.125,21.64,31,30.79,43.41,1.371,0
"2017-10-06 15:00:00",132799,12.92,101.3,4.365,92.5,0,36.6,34.13,31.52,29.53,28.6,0.097,20.44,0.125,21.64,30.41,30.32,46.48,1.685,0
"2017-10-06 15:10:00",132800,12.93,101.3,4.667,107,0,36.09,34.1,31.59,29.59,28.6,0.097,20.44,0.125,21.64,30.12,29.9,48.1,1.905,0
"2017-10-06 15:20:00",132801,12.93,101.3,4.718,80.8,0,35.73,34.04,31.66,29.65,28.6,0.097,20.44,0.125,21.64,29.4,29.23,49.76,1.888,0
"2017-10-06 15:30:00",132802,12.94,101.3,3.894,95.6,0,35.37,33.97,31.72,29.71,28.6,0.097,20.44,0.125,21.64,30.02,29.79,49.24,1.548,0
